ano,sigla_uf,id_municipio,familia_ocupacional_cbo,quantidade_profissionais,soma_carga_horaria_ambulatorial
2023,SP,3521309,2241,1,40
2021,SP,3548906,2241,2,10
2024,SP,3531308,2241,3,50
2024,SP,3508603,2241,4,100
2024,SP,3530300,2241,2,30
2024,SP,3557105,2241,1,40
2023,SP,3520442,2241,3,70
2021,SP,3518404,2241,1,4
2024,SP,3548708,2241,27,777
2023,SP,3520004,2241,1,4
2021,SP,3512803,2241,1,8
2024,SP,3515707,2241,2,55
2022,SP,3534708,2241,2,43
2024,SP,3524402,2241,9,185
2024,SP,3509908,2241,1,30
2023,SP,3548054,2241,1,40
2023,SP,3540606,2241,1,20
2024,SP,3551306,2241,1,40
2023,SP,3522802,2241,1,40
2023,SP,3513306,2241,1,40
2023,SP,3510609,2241,1,20
2022,SP,3549805,2241,10,198
2023,SP,3554003,2241,6,130
2021,SP,3554102,2241,1,40
2024,SP,3534302,2241,1,20
2021,SP,3511102,2241,2,40
2021,SP,3529005,2241,8,100
2024,SP,3519501,2241,1,40
2021,SP,3549904,2241,14,340
2023,SP,3556305,2241,3,24
2023,SP,3516200,2241,9,104
2024,SP,3549607,2241,1,40
2022,SP,3501608,2241,1,30
2023,SP,3508801,2241,2,80
2024,SP,3517000,2241,1,30
2021,SP,3541406,2241,1,0
2024,SP,3535705,2241,2,60
2024,SP,3548401,2241,1,25
2023,SP,3511904,2241,2,80
2023,SP,3540507,2241,1,40
2024,SP,3532801,2241,1,20
2023,SP,3543402,2241,2,40
2022,SP,3541406,2241,2,30
2023,SP,3526902,2241,8,209
2022,SP,3551702,2241,3,60
2024,SP,3555356,2241,1,40
2023,SP,3503802,2241,1,40
2024,SP,3507506,2241,13,263
2024,SP,3519600,2241,1,40
2023,SP,3501509,2241,1,20
2024,SP,3556800,2241,1,40
2024,SP,3537305,2241,2,80
2022,SP,3503208,2241,12,196
2024,SP,3517109,2241,1,20
2021,SP,3548500,2241,1,1
2023,SP,3531902,2241,1,30
2023,SP,3521002,2241,1,0
2023,SP,3554953,2241,1,40
2024,SP,3552700,2241,1,40
2024,SP,3555109,2241,1,40
2023,SP,3552502,2241,2,25
2023,SP,3533106,2241,1,40
2023,SP,3540903,2241,2,70
2024,SP,3502408,2241,1,40
2024,SP,3507001,2241,3,81
2024,SP,3501301,2241,2,80
2023,SP,3522604,2241,12,128
2024,SP,3518404,2241,1,6
2024,SP,3554953,2241,1,40
2024,SP,3519253,2241,1,50
2024,SP,3523404,2241,1,30
2023,SP,3532207,2241,1,40
2023,SP,3524808,2241,4,130
2024,SP,3545605,2241,1,40
2022,SP,3503901,2241,1,20
2023,SP,3515301,2241,1,20
2024,SP,3529807,2241,1,40
2022,SP,3548807,2241,9,171
2023,SP,3517406,2241,1,40
2023,SP,3523305,2241,2,60
2021,SP,3535408,2241,1,8
2023,SP,3519808,2241,3,70
2022,SP,3525904,2241,3,60
2023,SP,3529906,2241,1,0
2024,SP,3555000,2241,3,80
2021,SP,3552205,2241,2,21
2022,SP,3519055,2241,1,0
2022,SP,3527108,2241,2,0
2023,SP,3523909,2241,4,90
2024,SP,3500600,2241,1,12
2024,SP,3504503,2241,1,23
2024,SP,3543253,2241,1,40
2023,SP,3510906,2241,1,20
2024,SP,3522307,2241,8,257
2023,SP,3520400,2241,12,260
2024,SP,3538709,2241,11,189
2024,SP,3529302,2241,4,110
2023,SP,3517109,2241,1,20
2024,SP,3545506,2241,1,30
2024,SP,3542305,2241,1,20
2024,SP,3543204,2241,1,30
2024,SP,3532702,2241,1,40
2023,SP,3533205,2241,1,40
2023,SP,3508900,2241,3,60
2023,SP,3545308,2241,5,40
2024,SP,3519709,2241,2,30
2024,SP,3522802,2241,1,40
2021,SP,3505708,2241,1,30
2024,SP,3515152,2241,3,80
2024,SP,3516507,2241,1,30
2024,SP,3556404,2241,1,0
2024,SP,3517406,2241,1,40
2021,SP,3518503,2241,1,30
2023,SP,3541059,2241,1,10
2024,SP,3518602,2241,1,31
2024,SP,3514403,2241,1,13
2023,SP,3552304,2241,1,30
2023,SP,3537701,2241,1,40
2024,SP,3513405,2241,1,15
2023,SP,3505302,2241,1,20
2023,SP,3516101,2241,1,40
2024,SP,3550506,2241,1,20
2024,SP,3512100,2241,1,40
2023,SP,3553401,2241,1,20
2024,SP,3513306,2241,1,40
2023,SP,3518305,2241,3,65
2024,SP,3505807,2241,2,80
2023,SP,3537305,2241,2,80
2024,SP,3553807,2241,2,70
2024,SP,3533106,2241,1,40
2024,SP,3537206,2241,3,120
2024,SP,3530904,2241,1,40
2023,SP,3525300,2241,1,0
2023,SP,3528502,2241,2,42
2023,SP,3502200,2241,1,0
2024,SP,3537156,2241,3,80
2024,SP,3520442,2241,3,90
2023,SP,3525003,2241,1,8
2023,SP,3554607,2241,1,20
2023,SP,3515350,2241,1,40
2024,SP,3537701,2241,1,40
2023,SP,3519501,2241,1,40
2024,SP,3527801,2241,1,20
2022,SP,3545308,2241,5,40
2024,SP,3531506,2241,1,0
2024,SP,3552502,2241,3,31
2024,SP,3524808,2241,4,130
2024,SP,3509601,2241,1,30
2022,SP,3527207,2241,1,44
2022,SP,3550704,2241,1,20
2023,SP,3540309,2241,1,20
2024,SP,3534708,2241,2,83
2023,SP,3534708,2241,3,83
2023,SP,3526001,2241,4,110
2022,SP,3530607,2241,2,50
2024,SP,3527702,2241,1,20
2023,SP,3525904,2241,14,439
2022,SP,3528502,2241,1,2
2023,SP,3544103,2241,1,40
2024,SP,3528809,2241,2,60
2024,SP,3526001,2241,4,110
2024,SP,3515301,2241,1,30
2023,SP,3522307,2241,8,215
2024,SP,3525003,2241,1,8
2024,SP,3517208,2241,1,20
2023,SP,3555356,2241,1,40
2023,SP,3504404,2241,1,30
2024,SP,3505005,2241,1,40
2022,SP,3549409,2241,1,0
2024,SP,3517802,2241,1,40
2023,SP,3542206,2241,2,40
2023,SP,3512407,2241,2,70
2023,SP,3541307,2241,1,10
2023,SP,3513207,2241,3,100
2022,SP,3515152,2241,2,40
2023,SP,3536406,2241,1,40
2024,SP,3554003,2241,8,135
2024,SP,3542008,2241,1,50
2024,SP,3501202,2241,1,20
2023,SP,3522208,2241,2,36
2024,SP,3529708,2241,1,40
2022,SP,3548500,2241,1,15
2023,SP,3551009,2241,5,175
2023,SP,3513900,2241,1,40
2024,SP,3512308,2241,1,20
2023,SP,3532157,2241,1,0
2024,SP,3525706,2241,1,8
2024,SP,3528403,2241,1,40
2023,SP,3551306,2241,1,40
2023,SP,3548203,2241,1,0
2024,SP,3552551,2241,1,30
2024,SP,3501509,2241,1,40
2024,SP,3539004,2241,2,50
2024,SP,3540754,2241,1,20
2024,SP,3549102,2241,6,220
2024,SP,3510906,2241,1,40
2023,SP,3517208,2241,1,20
2022,SP,3508405,2241,1,0
2023,SP,3537404,2241,2,40
2023,SP,3530607,2241,15,520
2022,SP,3530805,2241,3,90
2023,SP,3521408,2241,1,30
2024,SP,3536570,2241,1,40
2023,SP,3511706,2241,1,8
2021,SP,3524501,2241,1,0
2024,SP,3508108,2241,2,60
2024,SP,3547908,2241,1,20
2022,SP,3512803,2241,1,8
2024,SP,3546207,2241,1,0
2023,SP,3556800,2241,1,40
2024,SP,3544103,2241,1,40
2024,SP,3523909,2241,4,90
2023,SP,3520426,2241,1,40
2021,SP,3501608,2241,2,60
2022,SP,3518404,2241,1,6
2024,SP,3509106,2241,2,60
2024,SP,3534757,2241,1,30
2023,SP,3529609,2241,1,0
2023,SP,3506508,2241,3,83
2024,SP,3520004,2241,1,4
2023,SP,3550704,2241,1,20
2023,SP,3535408,2241,1,25
2024,SP,3511607,2241,1,20
2024,SP,3508801,2241,2,80
2024,SP,3539608,2241,1,20
2024,SP,3529203,2241,3,120
2023,SP,3504800,2241,1,0
2021,SP,3553955,2241,1,20
2023,SP,3539806,2241,1,30
2024,SP,3511409,2241,1,21
2023,SP,3553302,2241,1,0
2023,SP,3503208,2241,29,497
2022,SP,3535408,2241,2,50
2021,SP,3547809,2241,3,100
2024,SP,3502804,2241,7,278
2024,SP,3519907,2241,2,80
2024,SP,3540002,2241,13,320
2024,SP,3510500,2241,5,42
2022,SP,3547809,2241,4,95
2023,SP,3548807,2241,21,724
2023,SP,3518800,2241,30,706
2021,SP,3548708,2241,7,112
2024,SP,3548807,2241,25,888
2023,SP,3515657,2241,1,20
2023,SP,3545605,2241,1,40
2023,SP,3513009,2241,5,40
2023,SP,3515509,2241,5,160
2023,SP,3544509,2241,1,20
2023,SP,3511409,2241,1,20
2023,SP,3525102,2241,1,0
2021,SP,3503208,2241,9,90
2024,SP,3520400,2241,14,440
2024,SP,3529500,2241,2,40
2023,SP,3500709,2241,1,30
2023,SP,3556453,2241,1,0
2024,SP,3530805,2241,5,90
2023,SP,3527207,2241,7,154
2022,SP,3529203,2241,1,40
2023,SP,3519006,2241,1,24
2023,SP,3509254,2241,4,80
2023,SP,3505500,2241,12,422
2023,SP,3550605,2241,3,2
2021,SP,3505500,2241,2,0
2024,SP,3530706,2241,6,159
2022,SP,3538006,2241,2,28
2024,SP,3542206,2241,2,40
2023,SP,3535705,2241,2,40
2024,SP,3541505,2241,3,96
2023,SP,3556107,2241,1,40
2024,SP,3541703,2241,2,100
2023,SP,3519600,2241,1,40
2023,SP,3503901,2241,4,115
2021,SP,3525904,2241,3,61
2021,SP,3546801,2241,1,12
2024,SP,3503356,2241,1,38
2024,SP,3516408,2241,3,95
2024,SP,3519808,2241,3,70
2022,SP,3511102,2241,3,40
2023,SP,3510005,2241,2,60
2024,SP,3556107,2241,1,40
2023,SP,3536570,2241,1,40
2023,SP,3528403,2241,1,40
2024,SP,3527504,2241,1,40
2024,SP,3548005,2241,1,8
2024,SP,3502101,2241,3,120
2024,SP,3525300,2241,1,0
2021,SP,3538709,2241,2,24
2024,SP,3527108,2241,7,160
2022,SP,3526902,2241,4,120
2021,SP,3549102,2241,2,82
2023,SP,3552700,2241,1,40
2024,SP,3506300,2241,1,30
2024,SP,3506102,2241,1,20
2024,SP,3529401,2241,9,358
2024,SP,3556008,2241,1,60
2024,SP,3535002,2241,2,48
2024,SP,3534906,2241,2,0
2022,SP,3556206,2241,3,24
2022,SP,3538709,2241,2,24
2023,SP,3517000,2241,1,30
2024,SP,3533403,2241,3,61
2023,SP,3501202,2241,1,20
2024,SP,3524600,2241,1,40
2021,SP,3516408,2241,1,42
2023,SP,3540754,2241,1,30
2023,SP,3527801,2241,1,40
2023,SP,3542602,2241,6,140
2021,SP,3530805,2241,3,90
2024,SP,3534609,2241,3,60
2023,SP,3549250,2241,1,20
2024,SP,3503950,2241,1,20
2021,SP,3529203,2241,1,40
2023,SP,3546405,2241,5,150
2023,SP,3542008,2241,2,70
2024,SP,3520608,2241,1,40
2024,SP,3519006,2241,1,24
2023,SP,3531001,2241,2,40
2022,SP,3505500,2241,2,0
2024,SP,3508405,2241,1,0
2024,SP,3555406,2241,1,30
2023,SP,3527405,2241,3,120
2023,SP,3527108,2241,4,80
2024,SP,3556453,2241,2,40
2023,SP,3530904,2241,1,40
2024,SP,3506003,2241,2,40
2023,SP,3534609,2241,3,60
2021,SP,3523909,2241,1,30
2024,SP,3540408,2241,1,40
2023,SP,3553807,2241,2,70
2024,SP,3519055,2241,2,16
2023,SP,3519709,2241,1,0
2023,SP,3555000,2241,3,80
2023,SP,3520202,2241,1,40
2023,SP,3520608,2241,1,40
2024,SP,3547403,2241,3,120
2024,SP,3518206,2241,1,20
2024,SP,3503505,2241,1,20
2023,SP,3511102,2241,7,205
2023,SP,3541703,2241,2,100
2024,SP,3546801,2241,1,12
2024,SP,3534500,2241,1,40
2023,SP,3526100,2241,2,80
2023,SP,3516507,2241,1,30
2024,SP,3511904,2241,2,80
2023,SP,3543204,2241,1,30
2023,SP,3547502,2241,1,0
2023,SP,3517802,2241,1,40
2022,SP,3505906,2241,1,0
2023,SP,3525508,2241,1,0
2022,SP,3527900,2241,1,40
2024,SP,3534807,2241,1,0
2023,SP,3541901,2241,2,40
2024,SP,3523008,2241,1,40
2023,SP,3514502,2241,2,50
2024,SP,3553609,2241,1,30
2024,SP,3526100,2241,2,80
2024,SP,3515186,2241,1,30
2024,SP,3539301,2241,4,100
2024,SP,3541802,2241,1,0
2023,SP,3529203,2241,3,120
2024,SP,3509007,2241,1,30
2023,SP,3506003,2241,1,40
2021,SP,3515004,2241,1,0
2023,SP,3515707,2241,2,55
2023,SP,3512100,2241,1,40
2024,SP,3544608,2241,1,80
2024,SP,3546306,2241,3,80
2023,SP,3509700,2241,3,120
2024,SP,3519105,2241,1,40
2023,SP,3516705,2241,1,30
2023,SP,3544608,2241,1,80
2023,SP,3555604,2241,1,40
2021,SP,3526902,2241,3,87
2023,SP,3515152,2241,3,60
2024,SP,3544400,2241,1,0
2023,SP,3507605,2241,5,168
2024,SP,3548500,2241,10,335
2023,SP,3505104,2241,1,30
2021,SP,3549805,2241,16,373
2023,SP,3548401,2241,1,20
2021,SP,3527306,2241,5,160
2023,SP,3502408,2241,1,40
2024,SP,3549904,2241,14,244
2023,SP,3509304,2241,1,9
2023,SP,3537156,2241,2,40
2023,SP,3554656,2241,1,10
2024,SP,3543303,2241,2,24
2023,SP,3540853,2241,1,30
2023,SP,3524402,2241,9,245
2024,SP,3549805,2241,25,773
2023,SP,3505906,2241,3,40
2023,SP,3530003,2241,2,40
2023,SP,3502507,2241,1,4
2023,SP,3538006,2241,2,28
2024,SP,3544509,2241,1,30
2023,SP,3548500,2241,13,555
2021,SP,3522604,2241,5,0
2024,SP,3548054,2241,3,140
2024,SP,3513009,2241,5,114
2023,SP,3549409,2241,1,0
2024,SP,3540309,2241,1,40
2023,SP,3534401,2241,5,68
2021,SP,3551702,2241,3,120
2023,SP,3542404,2241,1,20
2024,SP,3540903,2241,2,70
2024,SP,3553955,2241,8,280
2024,SP,3553401,2241,4,171
2023,SP,3538907,2241,1,40
2021,SP,3505104,2241,1,40
2024,SP,3521002,2241,1,0
2024,SP,3521408,2241,1,30
2024,SP,3504305,2241,1,40
2023,SP,3529807,2241,1,40
2022,SP,3501905,2241,1,44
2022,SP,3543204,2241,1,30
2023,SP,3532868,2241,1,20
2024,SP,3554656,2241,2,30
2023,SP,3555703,2241,1,40
2021,SP,3527108,2241,2,0
2023,SP,3544905,2241,1,0
2024,SP,3532009,2241,1,0
2024,SP,3550605,2241,4,18
2024,SP,3510203,2241,1,40
2024,SP,3510401,2241,2,46
2024,SP,3550704,2241,1,20
2023,SP,3504206,2241,1,40
2023,SP,3555901,2241,3,0
2024,SP,3506508,2241,3,83
2024,SP,3510302,2241,1,0
2023,SP,3543253,2241,1,40
2023,SP,3527900,2241,1,40
2023,SP,3549102,2241,4,160
2021,SP,3516200,2241,4,4
2023,SP,3537206,2241,1,40
2024,SP,3513801,2241,10,260
2024,SP,3510005,2241,2,60
2024,SP,3549201,2241,1,40
2023,SP,3518602,2241,1,5
2021,SP,3508405,2241,1,0
2023,SP,3556206,2241,3,24
2024,SP,3508900,2241,1,40
2023,SP,3555109,2241,1,40
2024,SP,3552304,2241,2,50
2024,SP,3532827,2241,1,0
2021,SP,3549409,2241,1,0
2023,SP,3502101,2241,3,120
2021,SP,3534401,2251,2299,33004
2021,SP,3508009,2251,21,610
2021,SP,3504503,2251,174,3160
2021,SP,3540200,2251,68,1739
2021,SP,3539004,2251,23,298
2021,SP,3503208,2251,880,19768
2021,SP,3548500,2251,2797,44354
2021,SP,3543907,2251,510,11016
2021,SP,3538105,2251,63,1139
2021,SP,3503307,2251,457,6330
2021,SP,3522307,2251,321,6208
2021,SP,3510500,2251,359,7196
2022,SP,3556909,2251,14,210
2022,SP,3525904,2251,2127,31938
2022,SP,3503307,2251,470,6546
2022,SP,3545803,2251,391,5467
2022,SP,3515509,2251,304,4826
2022,SP,3502101,2251,225,3979
2022,SP,3512803,2251,153,1857
2022,SP,3520400,2251,124,1910
2021,SP,3543402,2251,2768,52330
2021,SP,3527306,2251,164,1927
2021,SP,3518701,2251,769,12892
2021,SP,3501608,2251,645,9519
2021,SP,3504008,2251,371,5381
2021,SP,3540606,2251,180,1961
2021,SP,3514106,2251,85,932
2021,SP,3529005,2251,971,21966
2021,SP,3552809,2251,1069,10454
2021,SP,3539806,2251,134,2022
2021,SP,3524006,2251,183,2453
2021,SP,3518404,2251,382,6441
2022,SP,3519071,2251,377,6571
2022,SP,3537008,2251,41,817
2022,SP,3510401,2251,102,1663
2022,SP,3521408,2251,42,533
2022,SP,3518503,2251,22,557
2022,SP,3537503,2251,23,603
2022,SP,3526407,2251,56,851
2022,SP,3507605,2251,784,11544
2022,SP,3552502,2251,371,6369
2022,SP,3513801,2251,973,14470
2022,SP,3520509,2251,989,12921
2021,SP,3530102,2251,101,1316
2022,SP,3509007,2251,396,3087
2022,SP,3513702,2251,78,1148
2022,SP,3510203,2251,65,1349
2022,SP,3529302,2251,220,2869
2022,SP,3518206,2251,54,661
2022,SP,3522307,2251,365,6922
2022,SP,3549409,2251,287,3138
2022,SP,3518404,2251,421,7285
2022,SP,3504008,2251,413,6248
2021,SP,3532603,2251,30,286
2021,SP,3508405,2251,83,1857
2021,SP,3517505,2251,61,1052
2021,SP,3505302,2251,212,2362
2021,SP,3524402,2251,798,13198
2021,SP,3516408,2251,304,4165
2021,SP,3512001,2251,43,795
2021,SP,3551603,2251,62,1157
2021,SP,3524709,2251,338,3901
2024,SP,3520509,2251,1168,15605
2024,SP,3505708,2251,1467,24739
2024,SP,3516200,2251,890,20371
2024,SP,3530607,2251,1519,24600
2024,SP,3548708,2251,3837,42849
2024,SP,3506607,2251,84,1432
2024,SP,3548500,2251,3371,45993
2024,SP,3548807,2251,2311,28604
2024,SP,3536208,2251,140,1889
2024,SP,3516408,2251,434,6265
2021,SP,3534906,2251,25,312
2023,SP,3541000,2251,925,15517
2023,SP,3507902,2251,52,923
2023,SP,3520509,2251,1117,15033
2023,SP,3538808,2251,69,928
2023,SP,3525904,2251,2457,36202
2023,SP,3553906,2251,13,310
2023,SP,3548708,2251,3914,43296
2023,SP,3506359,2251,83,1288
2023,SP,3509007,2251,452,4662
2023,SP,3512803,2251,156,1638
2021,SP,3551009,2251,362,5360
2021,SP,3525003,2251,144,2645
2021,SP,3531308,2251,117,2170
2021,SP,3522208,2251,289,2864
2021,SP,3541000,2251,742,15088
2021,SP,3555406,2251,208,2679
2022,SP,3515707,2251,310,3940
2021,SP,3556701,2251,295,3867
2024,SP,3504107,2251,838,11485
2024,SP,3522307,2251,427,7693
2024,SP,3549904,2251,3261,52145
2022,SP,3513504,2251,326,4439
2021,SP,3521903,2251,82,1332
2021,SP,3537107,2251,131,1849
2021,SP,3534302,2251,126,1450
2022,SP,3534500,2251,8,140
2022,SP,3537800,2251,60,977
2022,SP,3522406,2251,178,3815
2021,SP,3555000,2251,237,2866
2023,SP,3512308,2251,26,392
2023,SP,3523602,2251,59,734
2023,SP,3533908,2251,134,2970
2023,SP,3527306,2251,210,2314
2023,SP,3540200,2251,65,1619
2023,SP,3552403,2251,779,11101
2023,SP,3539301,2251,264,4407
2022,SP,3522109,2251,193,3884
2022,SP,3534203,2251,21,550
2021,SP,3522901,2251,43,551
2021,SP,3546405,2251,163,2808
2023,SP,3547304,2251,375,4716
2023,SP,3501608,2251,743,10933
2023,SP,3505708,2251,1324,22283
2023,SP,3510906,2251,56,79
2023,SP,3553401,2251,176,984
2021,SP,3530805,2251,242,3947
2022,SP,3543303,2251,256,4605
2022,SP,3503406,2251,18,241
2021,SP,3540309,2251,14,334
2021,SP,3525102,2251,78,1859
2021,SP,3531704,2251,10,108
2021,SP,3554003,2251,320,4279
2022,SP,3550704,2251,248,4274
2021,SP,3529203,2251,64,824
2021,SP,3557006,2251,343,3423
2022,SP,3524808,2251,237,3509
2022,SP,3524006,2251,234,3102
2021,SP,3508108,2251,138,1779
2021,SP,3502101,2251,190,3642
2021,SP,3510807,2251,107,1109
2023,SP,3543907,2251,553,12169
2023,SP,3511102,2251,517,10711
2023,SP,3538006,2251,557,8386
2023,SP,3547700,2251,33,544
2023,SP,3533502,2251,143,1827
2023,SP,3508504,2251,427,5437
2023,SP,3542602,2251,169,3192
2023,SP,3528858,2251,30,424
2021,SP,3545704,2251,9,269
2023,SP,3520442,2251,105,1113
2023,SP,3555406,2251,286,3589
2023,SP,3543808,2251,23,337
2023,SP,3531506,2251,37,594
2022,SP,3556701,2251,271,3855
2022,SP,3516309,2251,348,3944
2024,SP,3523909,2251,846,10400
2024,SP,3504909,2251,30,625
2024,SP,3510500,2251,455,7908
2022,SP,3509254,2251,46,1231
2022,SP,3540408,2251,8,148
2022,SP,3525102,2251,112,2182
2022,SP,3536208,2251,121,1728
2021,SP,3537602,2251,161,3337
2021,SP,3508801,2251,36,659
2024,SP,3504503,2251,312,5876
2024,SP,3524303,2251,381,5758
2024,SP,3501905,2251,275,5306
2021,SP,3515194,2251,8,170
2021,SP,3525706,2251,59,935
2021,SP,3520400,2251,125,1776
2021,SP,3509452,2251,4,102
2021,SP,3525508,2251,34,375
2024,SP,3549300,2251,5,124
2024,SP,3534302,2251,138,1770
2021,SP,3550100,2251,115,982
2021,SP,3514304,2251,16,256
2021,SP,3542305,2251,11,164
2021,SP,3543303,2251,224,4166
2021,SP,3510203,2251,63,1372
2022,SP,3547106,2251,4,66
2022,SP,3500105,2251,171,2191
2023,SP,3504008,2251,418,6023
2023,SP,3542404,2251,29,651
2023,SP,3522208,2251,300,3136
2024,SP,3510005,2251,160,1790
2024,SP,3527108,2251,241,4136
2024,SP,3553005,2251,23,565
2024,SP,3546603,2251,123,1817
2024,SP,3555000,2251,271,3792
2024,SP,3548203,2251,12,279
2021,SP,3531100,2251,104,1811
2023,SP,3543253,2251,6,220
2023,SP,3513009,2251,358,5502
2023,SP,3522307,2251,407,7307
2023,SP,3526209,2251,32,707
2023,SP,3535804,2251,24,496
2021,SP,3539400,2251,23,270
2023,SP,3545605,2251,74,536
2024,SP,3503406,2251,20,362
2024,SP,3524709,2251,560,3854
2024,SP,3508504,2251,577,6281
2024,SP,3502804,2251,581,9744
2024,SP,3519303,2251,96,684
2023,SP,3528502,2251,189,3174
2023,SP,3523107,2251,395,6072
2023,SP,3509809,2251,30,193
2023,SP,3513207,2251,20,389
2022,SP,3500303,2251,60,1498
2021,SP,3532801,2251,28,564
2021,SP,3510005,2251,155,1795
2022,SP,3541505,2251,86,1506
2022,SP,3515004,2251,456,9174
2024,SP,3547304,2251,363,4831
2024,SP,3522901,2251,37,597
2024,SP,3555406,2251,343,4861
2024,SP,3544400,2251,7,151
2024,SP,3543709,2251,21,409
2024,SP,3501103,2251,11,199
2024,SP,3531902,2251,90,1165
2024,SP,3504008,2251,440,6579
2021,SP,3501806,2251,5,160
2021,SP,3548203,2251,11,284
2021,SP,3515707,2251,206,3646
2021,SP,3535309,2251,72,933
2021,SP,3502903,2251,84,1167
2022,SP,3521101,2251,42,652
2024,SP,3553708,2251,158,2520
2023,SP,3544301,2251,136,1674
2023,SP,3523305,2251,17,403
2021,SP,3553955,2251,19,459
2021,SP,3542909,2251,19,333
2021,SP,3531803,2251,119,1756
2021,SP,3502309,2251,18,268
2021,SP,3536604,2251,13,313
2024,SP,3533502,2251,194,2187
2024,SP,3550605,2251,546,5171
2023,SP,3538600,2251,49,465
2023,SP,3513702,2251,76,1032
2023,SP,3524709,2251,531,3593
2023,SP,3510401,2251,103,1419
2021,SP,3519808,2251,9,164
2022,SP,3505609,2251,112,1768
2023,SP,3514908,2251,55,944
2023,SP,3556453,2251,180,4316
2022,SP,3501103,2251,10,159
2022,SP,3553005,2251,20,497
2024,SP,3507902,2251,47,1039
2022,SP,3521200,2251,7,134
2022,SP,3556602,2251,15,386
2023,SP,3548005,2251,55,1193
2023,SP,3519600,2251,154,2581
2021,SP,3556305,2251,39,645
2022,SP,3547700,2251,36,525
2024,SP,3536703,2251,134,1861
2024,SP,3522109,2251,224,4461
2024,SP,3533007,2251,36,685
2024,SP,3515152,2251,74,1149
2021,SP,3513405,2251,162,3378
2024,SP,3545308,2251,69,1063
2024,SP,3554904,2251,5,121
2024,SP,3554508,2251,97,1218
2024,SP,3525003,2251,93,2380
2024,SP,3519600,2251,118,2113
2023,SP,3519709,2251,61,1376
2024,SP,3541208,2251,21,540
2023,SP,3540804,2251,37,475
2023,SP,3539400,2251,25,243
2023,SP,3539509,2251,182,2481
2023,SP,3551405,2251,65,1648
2022,SP,3502507,2251,71,1410
2022,SP,3515608,2251,33,612
2021,SP,3556404,2251,89,1228
2023,SP,3542909,2251,16,311
2023,SP,3540853,2251,6,161
2024,SP,3556909,2251,34,630
2024,SP,3523701,2251,20,306
2023,SP,3519808,2251,29,600
2023,SP,3535408,2251,29,426
2023,SP,3523503,2251,29,558
2022,SP,3547502,2251,58,794
2022,SP,3555505,2251,6,182
2022,SP,3511904,2251,10,113
2022,SP,3511300,2251,13,310
2024,SP,3556701,2251,322,4226
2022,SP,3535705,2251,29,484
2023,SP,3515707,2251,389,3953
2022,SP,3520301,2251,58,662
2024,SP,3516705,2251,122,1428
2024,SP,3510203,2251,89,1790
2022,SP,3535903,2251,4,106
2022,SP,3517000,2251,13,271
2024,SP,3551405,2251,94,1952
2024,SP,3500501,2251,53,1083
2023,SP,3509205,2251,254,3353
2023,SP,3538105,2251,69,1239
2022,SP,3554805,2251,50,1011
2024,SP,3543808,2251,21,304
2024,SP,3509809,2251,11,133
2024,SP,3515004,2251,436,10243
2024,SP,3552304,2251,22,281
2024,SP,3541505,2251,102,1754
2024,SP,3506359,2251,105,2118
2024,SP,3511201,2251,17,450
2024,SP,3505906,2251,156,3431
2024,SP,3503604,2251,33,503
2024,SP,3520806,2251,13,184
2024,SP,3519907,2251,22,247
2024,SP,3518602,2251,85,995
2023,SP,3538907,2251,45,613
2024,SP,3541604,2251,132,1824
2023,SP,3522109,2251,222,4337
2024,SP,3539301,2251,217,4499
2024,SP,3545704,2251,12,333
2023,SP,3537800,2251,66,1032
2024,SP,3512407,2251,71,1055
2023,SP,3514502,2251,36,851
2023,SP,3510005,2251,167,1820
2023,SP,3530904,2251,8,176
2023,SP,3540705,2251,255,3711
2024,SP,3524808,2251,264,3788
2022,SP,3516002,2251,23,323
2023,SP,3517703,2251,38,744
2024,SP,3547700,2251,36,620
2024,SP,3510153,2251,30,406
2023,SP,3531605,2251,18,214
2024,SP,3534757,2251,30,385
2023,SP,3519303,2251,41,370
2023,SP,3552304,2251,16,283
2023,SP,3546504,2251,7,150
2021,SP,3523602,2251,40,501
2023,SP,3516853,2251,18,297
2024,SP,3542701,2251,21,288
2023,SP,3525102,2251,108,2212
2022,SP,3521309,2251,44,929
2022,SP,3542107,2251,17,208
2023,SP,3543204,2251,13,262
2023,SP,3521309,2251,36,834
2021,SP,3509304,2251,17,290
2024,SP,3546702,2251,71,1069
2023,SP,3546702,2251,51,739
2024,SP,3531407,2251,41,492
2023,SP,3500501,2251,53,1013
2023,SP,3518909,2251,10,188
2024,SP,3543600,2251,15,329
2022,SP,3556404,2251,91,1193
2024,SP,3527009,2251,32,511
2024,SP,3503901,2251,252,4374
2023,SP,3512100,2251,14,256
2024,SP,3526100,2251,24,620
2024,SP,3549607,2251,9,210
2024,SP,3506706,2251,14,333
2023,SP,3526506,2251,14,346
2023,SP,3507100,2251,70,299
2023,SP,3556602,2251,25,454
2022,SP,3514601,2251,52,473
2023,SP,3556305,2251,36,670
2024,SP,3541901,2251,32,434
2024,SP,3521804,2251,41,683
2023,SP,3511607,2251,35,785
2024,SP,3525102,2251,122,2159
2023,SP,3528601,2251,49,432
2024,SP,3550506,2251,13,250
2021,SP,3506102,2251,280,4523
2021,SP,3526407,2251,52,756
2021,SP,3537800,2251,68,1068
2022,SP,3547809,2251,2747,39001
2022,SP,3554508,2251,91,1178
