ano,mes,sigla_uf,id_municipio,quantidade_atendimentos,valor_total_aprovado
2021,7,SP,3500600,6035,20866.629999999994
2021,7,SP,3556206,85612,409218.8600000002
2021,7,SP,3524709,89070,599132.1700000011
2021,7,SP,3509809,10245,4298.7
2021,7,SP,3532108,3042,8591.43
2021,7,SP,3532702,56,0.0
2024,12,SP,3511201,63,3150.0
2024,1,SP,3528205,1409,2563.5600000000004
2024,1,SP,3508009,18829,85763.45
2024,1,SP,3521705,36444,69224.20000000001
2021,6,SP,3531100,71522,367534.03999999946
2021,6,SP,3510203,20736,115925.97999999995
2021,6,SP,3513702,30202,134697.3099999999
2021,6,SP,3544301,5230,23241.670000000002
2021,6,SP,3514700,366,2900.7999999999997
2021,6,SP,3525508,14522,43227.770000000004
2021,6,SP,3502754,41974,133429.3399999993
2021,6,SP,3517109,5580,3780.7099999999996
2021,6,SP,3537701,10201,6266.4199999999955
2021,6,SP,3546504,3176,1844.4300000000003
2021,4,SP,3518701,390311,2864216.739999992
2021,4,SP,3534401,2175823,5059915.119999954
2021,4,SP,3515400,5292,41633.21
2021,4,SP,3504404,6508,6953.649999999997
2021,4,SP,3556354,8835,870.95
2021,4,SP,3552551,8149,2115.89
2022,1,SP,3512001,28843,104348.08000000002
2022,1,SP,3517406,84531,227635.2799999998
2022,1,SP,3512308,24008,108134.34
2022,1,SP,3546009,12280,83794.15
2023,3,SP,3519071,356779,1811594.9599999995
2023,3,SP,3536505,197562,877513.9799999997
2023,3,SP,3537800,29317,86731.59
2023,7,SP,3541505,64325,226891.5599999988
2023,7,SP,3549805,3132457,17343589.52999982
2023,7,SP,3518107,7227,169.04999999999998
2023,7,SP,3527009,59832,380166.30999999976
2023,7,SP,3534708,167324,2263863.3000000007
2023,7,SP,3536208,74470,1653156.4900000012
2023,7,SP,3543600,4191,9902.57
2023,7,SP,3552007,4322,15087.869999999999
2023,7,SP,3500402,8458,27785.28
2023,7,SP,3552551,6309,2028.8799999999999
2023,7,SP,3549003,542,7332.5
2023,7,SP,3543253,1458,2555.5699999999997
2023,7,SP,3533106,2455,0.0
2023,10,SP,3522604,122173,723514.2100000044
2023,10,SP,3518305,63342,316952.25000000006
2023,10,SP,3528858,9571,5597.759999999995
2023,10,SP,3535804,20598,64936.68000000001
2023,10,SP,3552601,26797,41586.42
2023,10,SP,3512100,7540,18710.21
2021,3,SP,3510708,9520,243116.51999999964
2021,3,SP,3504602,42680,98592.89
2021,3,SP,3506300,4948,32626.440000000006
2021,3,SP,3528205,1054,620.04
2021,3,SP,3517307,2614,2508.5099999999998
2021,3,SP,3551306,120,594.0
2021,3,SP,3546900,5108,28168.569999999996
2021,3,SP,3502002,17,0.0
2023,12,SP,3530102,112047,385584.57999999984
2023,12,SP,3515004,175523,1411996.1399999943
2023,12,SP,3508603,22196,95705.09999999999
2023,12,SP,3540259,71,1809.2
2023,12,SP,3526001,23062,57543.100000000035
2023,12,SP,3544806,14090,22536.810000000005
2023,12,SP,3539707,2150,7341.39
2021,9,SP,3529005,1025078,4677939.849999991
2021,9,SP,3507902,20014,63943.05000000001
2021,9,SP,3522406,126479,1315925.7499999986
2021,9,SP,3516408,477348,1784488.660000001
2021,9,SP,3510708,9820,244631.41999999972
2021,9,SP,3544202,5788,33246.38
2021,9,SP,3501152,9279,54006.57
2021,9,SP,3534203,5652,10939.57
2021,9,SP,3541307,11082,88800.55000000002
2021,9,SP,3552908,3152,18781.379999999997
2021,9,SP,3544400,2463,0.0
2021,9,SP,3502606,6524,11816.41
2021,9,SP,3545506,2276,1586.0599999999993
2021,9,SP,3546900,8237,40134.39
2021,9,SP,3519105,4642,23884.97
2021,8,SP,3537305,94491,429280.80000000173
2021,8,SP,3508504,107141,528540.2700000001
2021,8,SP,3532504,6589,22146.559999999994
2021,8,SP,3534500,5211,6021.23
2021,8,SP,3516309,146212,1067328.1300000013
2021,8,SP,3531100,90630,452957.36999999994
2021,8,SP,3539103,17837,72719.2
2021,8,SP,3544608,7846,0.0
2021,8,SP,3526605,1036,7328.159999999996
2024,2,SP,3514106,42722,97800.01000000026
2024,2,SP,3511706,26609,84275.54000000002
2024,2,SP,3512704,7210,20526.90999999999
2024,2,SP,3546405,75951,442035.3900000002
2024,2,SP,3529906,29460,92730.85000000021
2024,2,SP,3550704,88297,287200.27999999997
2024,2,SP,3538204,35431,108420.63000000002
2023,5,SP,3553708,89303,826987.5799999997
2023,5,SP,3552809,414727,4054003.899999999
2023,5,SP,3545605,34742,95005.45000000006
2023,5,SP,3545001,12627,82128.78999999994
2023,5,SP,3542701,5188,11944.330000000002
2023,5,SP,3505005,51,0.0
2023,5,SP,3535903,608,3020.7999999999997
2023,1,SP,3520442,35514,385117.1099999999
2023,1,SP,3543105,5298,931.3500000000001
2023,1,SP,3520400,118497,656942.9700000002
2023,1,SP,3521101,11772,34383.55
2023,1,SP,3510609,306207,2026637.0700000036
2023,1,SP,3552304,22945,77854.63
2023,1,SP,3535507,24260,115601.49000000006
2023,1,SP,3533403,88031,374417.07999999984
2023,1,SP,3522802,22523,30142.85
2023,1,SP,3539400,10380,17156.87
2023,1,SP,3555703,761,2850.0
2024,2,SP,3504305,2538,10435.73
2021,1,SP,3518206,35066,97853.41999999995
2021,1,SP,3506409,8940,23504.590000000015
2021,1,SP,3512506,7391,2845.39
2021,1,SP,3524907,175,649.0
2023,6,SP,3529302,73692,715653.1500000004
2023,6,SP,3515186,64808,181836.97
2023,6,SP,3523602,27342,56449.11000000035
2023,6,SP,3517000,25821,33870.98
2023,6,SP,3526902,292072,3344702.400000011
2023,6,SP,3504602,52115,161294.97000000003
2023,6,SP,3537909,25693,178822.19
2023,6,SP,3513207,6487,11676.550000000003
2023,6,SP,3537206,110903,45371.46000000001
2023,6,SP,3520426,36432,105242.25
2023,6,SP,3539103,22346,74791.56
2023,6,SP,3543204,9382,8004.299999999999
2023,6,SP,3536406,488,4899.889999999999
2021,12,SP,3513009,271777,1271109.4000000022
2021,12,SP,3501905,101421,760915.3600000003
2021,12,SP,3507100,28998,22638.040000000005
2021,12,SP,3543808,10509,22909.49
2021,12,SP,3534609,28466,174460.20999999985
2021,12,SP,3537701,7578,6956.959999999999
2021,12,SP,3532058,3860,7201.82
2021,12,SP,3540853,2095,36.53
2021,12,SP,3501400,1694,3931.62
2021,12,SP,3546256,1179,1730.0
2022,11,SP,3510302,24635,77536.18000000001
2022,11,SP,3556701,98929,519005.1699999999
2022,11,SP,3546306,29355,80512.48000000003
2022,11,SP,3532603,12698,67049.68000000002
2022,11,SP,3519808,4810,10943.699999999997
2022,11,SP,3532157,213,952.84
2022,11,SP,3539400,13789,18653.16
2021,10,SP,3534609,30570,131367.2099999999
2021,10,SP,3535705,10576,27536.64
2021,10,SP,3556958,282,295.81
2024,2,SP,3543501,9,0.0
2022,6,SP,3521903,42602,38430.67000000003
2022,6,SP,3546306,30637,91984.91
2022,6,SP,3505104,22606,12406.310000000012
2022,6,SP,3549250,1238,2161.64
2022,6,SP,3548104,7637,10024.379999999997
2022,6,SP,3524907,219,880.0
2023,11,SP,3522505,287900,1838214.1500000027
2023,11,SP,3525706,47702,127534.06000000011
2023,11,SP,3556206,144554,650601.6300000007
2023,11,SP,3502804,1389422,5508685.129999966
2023,11,SP,3530102,48323,248519.6999999999
2023,11,SP,3542909,7238,11226.879999999997
2023,11,SP,3522703,61878,265979.06000000006
2023,11,SP,3530201,21519,123038.89999999998
2023,11,SP,3538907,13872,84773.57000000002
2023,11,SP,3508108,50356,583846.960000001
2023,11,SP,3541109,3054,0.0
2023,11,SP,3532058,3132,5994.169999999999
2023,11,SP,3546900,7985,32832.77
2023,8,SP,3518206,53820,152561.31999999966
2023,8,SP,3501004,51273,146488.20999999988
2023,8,SP,3523909,294274,2629381.939999991
2023,8,SP,3540259,95,2373.8
2022,8,SP,3553807,64086,189957.32000000007
2022,8,SP,3547809,2071397,8211432.619999856
2022,8,SP,3550100,27269,138183.78000000003
2022,8,SP,3522307,147570,1801345.3199999994
2022,8,SP,3509601,157221,1207527.5600000015
2022,8,SP,3529203,15945,88935.94
2022,8,SP,3523503,11308,85704.29000000007
2022,8,SP,3518008,4344,23946.699999999986
2022,8,SP,3532108,3770,15244.54
2022,8,SP,3505351,212,695.6
2022,8,SP,3543006,9312,37524.03999999999
2022,8,SP,3532702,1117,0.0
2022,5,SP,3528809,30613,43857.5
2022,5,SP,3538907,20967,89707.68000000001
2022,5,SP,3509957,621,1689.8600000000006
2022,5,SP,3555703,743,3773.9
2022,3,SP,3522208,224351,1561284.6200000008
2022,3,SP,3511508,69581,238078.47
2022,3,SP,3543907,231616,2230634.5799999894
2022,3,SP,3551504,324597,327626.52
2022,3,SP,3531407,14018,87173.94000000003
2022,3,SP,3556404,39755,39740.54
2022,3,SP,3544301,7211,25639.6
2023,2,SP,3522000,13821,5087.85
2023,2,SP,3556701,99493,540687.2200000004
2023,2,SP,3526209,22888,22098.110000000004
2023,2,SP,3553906,368,2044.4600000000003
2022,6,SP,3555307,9,0.0
2022,6,SP,3510104,120,1200.0
2022,7,SP,3530508,108002,421205.3899999998
2022,7,SP,3525706,50834,117214.45000000004
2022,7,SP,3504206,34496,105006.81999999992
2022,7,SP,3544301,6353,19892.649999999998
2022,7,SP,3523602,54809,152517.59
2022,7,SP,3533700,291,932.2600000000002
2022,2,SP,3517208,13441,5039.36
2022,2,SP,3550308,29001699,152146273.3899444
2022,2,SP,3553302,25031,64780.08999999989
2022,2,SP,3536505,157879,844953.850000001
2022,2,SP,3502507,38368,217384.9499999999
2022,2,SP,3546009,5690,37140.44
2022,2,SP,3554706,4007,26022.95999999999
2022,2,SP,3551900,5706,34939.84
2022,2,SP,3556107,17709,62520.149999999994
2023,4,SP,3506003,1833404,7635179.569999928
2023,4,SP,3545803,398502,1802616.9000000013
2023,4,SP,3514304,6442,0.0
2023,4,SP,3551306,2002,10020.920000000004
2023,4,SP,3534807,350,1763.8600000000001
2022,9,SP,3501608,219479,1657179.5799999959
2022,9,SP,3524808,101635,2027172.2499999919
2022,9,SP,3556453,36032,135039.45999999996
2022,9,SP,3520509,396752,2515197.990000001
2022,9,SP,3539004,11836,26612.900000000012
2022,9,SP,3523008,13368,69692.82
2022,9,SP,3550506,4770,29939.81
2022,9,SP,3522653,1724,14005.630000000003
2022,9,SP,3543238,1409,4270.8
2021,5,SP,3518800,1457990,6820782.849999811
2021,5,SP,3530805,117769,838323.3300000004
2021,5,SP,3512407,27185,158353.13999999908
2021,5,SP,3526407,34228,92639.40999999996
2021,5,SP,3512001,30087,69608.98000000003
2021,5,SP,3519006,8862,90801.23000000003
2021,5,SP,3536257,12044,12800.42
2021,5,SP,3532603,12121,56897.61000000012
2021,5,SP,3546256,856,1730.0
2022,10,SP,3521101,12349,36012.11
2022,10,SP,3556206,128791,611387.4800000001
2022,10,SP,3538303,5666,4071.94
2022,10,SP,3528403,25858,92369.56000000003
2022,10,SP,3509007,110671,465959.619999995
2022,10,SP,3557204,20241,101032.62999999998
2022,10,SP,3512209,36087,214017.83000000005
2022,10,SP,3547650,1591,7227.620000000001
2022,10,SP,3553906,401,7433.629999999999
2022,10,SP,3554409,3761,4945.42
2022,10,SP,3541653,1987,9748.4
2022,1,SP,3529658,4,0.0
2023,9,SP,3502804,1370417,5391310.649999975
2023,9,SP,3524709,102943,663295.6999999986
2023,9,SP,3520103,57421,223494.76999999981
2023,9,SP,3508702,30262,41709.0
2023,9,SP,3519808,6102,9027.589999999997
2023,9,SP,3511003,35357,78394.91999999984
2023,9,SP,3523008,13576,68365.25
2022,4,SP,3519501,27470,35305.63000000001
2022,4,SP,3513504,165969,1010893.8500000016
2022,4,SP,3521200,997,3485.0499999999997
2022,12,SP,3522505,262200,1605026.2399999984
2022,12,SP,3518404,56397,747879.5699999993
2022,12,SP,3505351,254,426.62
2022,12,SP,3511409,10015,66403.6
2022,12,SP,3537701,7073,5200.880000000001
2022,12,SP,3528106,4765,33176.56999999999
2022,12,SP,3553401,6750,41760.719999999994
2022,12,SP,3540259,3,0.0
2022,4,SP,3532702,16,0.0
2022,2,SP,3543501,37,0.0
2024,7,SP,3518602,60713,309970.64000000025
2024,7,SP,3513702,54349,272993.58000000013
2024,7,SP,3511706,35109,123764.59
2024,7,SP,3544608,11521,12155.620000000003
2024,7,SP,3556107,27863,105296.76999999999
2024,7,SP,3508900,588,2942.52
2024,6,SP,3530805,158782,994618.03
2024,6,SP,3530201,29610,141495.44999999998
2024,6,SP,3526605,269,1421.07
2024,6,SP,3511201,756,5944.679999999999
2024,6,SP,3505351,1438,7202.750000000001
2024,10,SP,3553955,58313,142254.44999999998
2024,10,SP,3535002,35148,47202.19999999998
2024,10,SP,3522208,354027,2319733.170000001
2024,10,SP,3554805,47604,259456.36
2024,10,SP,3557006,169155,817533.1500000014
2024,10,SP,3551603,54155,115197.07999999999
2024,10,SP,3500550,10195,29873.7
2024,10,SP,3549201,1093,7183.46
2024,12,SP,3549706,76213,866250.53
2024,12,SP,3505302,39385,167007.25000000015
2024,12,SP,3508306,13264,8820.510000000002
2024,12,SP,3517901,21485,77257.26
2024,12,SP,3518107,2503,123.64999999999998
2024,12,SP,3501301,23247,188794.18000000002
2024,12,SP,3553203,8487,3818.26
2024,12,SP,3531704,4607,31857.590000000004
2024,12,SP,3514601,1802,12917.450000000004
2024,9,SP,3507506,1789578,7271066.43
2024,9,SP,3518206,61496,171762.64000000016
2024,9,SP,3550803,34516,66533.56000000001
2024,9,SP,3557105,1510667,3288390.94
2024,9,SP,3515707,96373,680913.4600000002
2024,9,SP,3501301,33392,230379.02999999997
2024,9,SP,3527603,7178,37624.939999999995
2024,8,SP,3535309,68717,404532.12999999983
2024,8,SP,3509809,21497,24460.679999999993
2024,8,SP,3531308,106115,441941.48000000004
2024,8,SP,3550605,91480,510172.32999999955
2024,8,SP,3556800,20642,101943.63
2024,8,SP,3544509,12053,72981.19999999997
2024,8,SP,3514007,1170,5442.399999999999
2024,8,SP,3535408,9412,42114.48
2024,8,SP,3532306,1500,4050.0
2024,5,SP,3534609,31397,174648.51000000007
2024,5,SP,3514908,30754,149563.31
2024,5,SP,3531902,69825,319780.7400000001
2024,5,SP,3553708,53744,662342.4799999993
2024,5,SP,3524501,16220,180258.85
2024,5,SP,3526605,321,2067.11
2024,5,SP,3539608,5191,25626.790000000008
2024,5,SP,3555703,4220,4477.549999999999
2024,6,SP,3512605,1370,9367.179999999998
2024,11,SP,3550209,63041,162811.51000000007
2024,11,SP,3539301,100188,645387.9900000002
2024,11,SP,3522802,27009,38827.07999999999
2024,11,SP,3519303,50229,209470.50000000003
2024,11,SP,3516408,618665,2486752.780000001
2024,11,SP,3531902,77732,315046.6599999999
2024,11,SP,3521309,11855,51316.200000000004
2024,11,SP,3549300,3550,76.4
2024,4,SP,3530508,103773,485441.31
2024,4,SP,3507001,88791,290664.9599999999
2024,4,SP,3549250,1001,302.19000000000005
2024,4,SP,3511102,279057,3489206.0099999965
2024,4,SP,3501707,62540,583933.9399999996
2024,4,SP,3509007,223694,915215.6099999939
2024,4,SP,3503901,125156,594534.4700000007
2024,4,SP,3503505,4436,27006.349999999988
2024,4,SP,3536570,350,5009.889999999998
2024,4,SP,3553203,12889,6807.76
2024,4,SP,3500402,9433,22648.52
2024,4,SP,3519253,5408,0.0
2024,4,SP,3527603,6370,31585.599999999995
2024,4,SP,3532306,2247,1960.0
2021,11,SP,3554300,37236,110721.19000000003
2021,11,SP,3504503,84933,810572.5500000005
2021,11,SP,3555208,4790,3378.6600000000003
2021,11,SP,3530706,127710,1127650.88
2021,11,SP,3520509,300367,1977284.2600000042
2021,11,SP,3508108,43063,395991.5000000003
2021,11,SP,3516507,47,0.0
2021,11,SP,3505401,9573,31417.68
2024,7,SP,3546009,7021,48000.549999999996
2021,2,SP,3541406,1061635,4526818.090000004
2021,2,SP,3550209,55037,129735.61000000004
2021,2,SP,3505906,71717,518371.2000000005
2021,2,SP,3551504,38873,267918.79000000004
2021,2,SP,3508108,39464,399328.52000000095
2021,2,SP,3532900,10371,38336.350000000006
2021,2,SP,3501400,1242,1934.1
2021,7,SP,3546306,24885,85466.29000000001
2021,7,SP,3520905,13231,63631.31000000001
2021,7,SP,3549607,3590,16888.22
2021,7,SP,3527256,9430,1383.75
2021,7,SP,3528601,6913,35561.85
2024,8,SP,3508900,8,0.0
2024,1,SP,3531100,107008,526431.5700000003
2024,1,SP,3517703,12028,76493.60999999999
2024,1,SP,3504602,54900,196090.44000000006
2024,1,SP,3523701,5985,23418.109999999993
2024,1,SP,3534203,9356,44753.20999999999
2024,1,SP,3502309,13139,18350.01
2024,1,SP,3507308,9498,12308.929999999997
2024,1,SP,3508900,376,7398.57
2021,6,SP,3501608,203348,1264690.6799999964
2021,6,SP,3516705,60527,146108.28999999998
2021,6,SP,3529401,302890,1239240.239999995
2021,6,SP,3540408,1639,9146.13
2021,6,SP,3529807,9792,0.0
2021,6,SP,3501103,2768,15685.94
2021,4,SP,3512803,31765,193720.5499999999
2021,4,SP,3509205,89634,466017.66000000003
2021,4,SP,3521507,17057,29240.589999999924
2021,4,SP,3508702,14706,36771.26
2021,4,SP,3549508,4162,0.0
2022,1,SP,3523404,153279,883961.2299999966
2022,1,SP,3534708,133876,1675712.5399999975
2022,1,SP,3530706,146632,1081233.6499999997
2022,1,SP,3530300,43363,199128.20999999996
2022,1,SP,3534906,17437,22784.21
2022,1,SP,3544608,5520,0.0
2023,3,SP,3530607,1294709,5803658.579999996
2023,3,SP,3526506,13603,7047.300000000001
2023,3,SP,3544202,11883,72717.44999999998
2023,3,SP,3552304,28673,105633.9200000001
2023,3,SP,3518008,4711,25480.61999999999
2023,3,SP,3503950,237,2606.78
2023,3,SP,3554904,3693,17515.94
2023,3,SP,3553856,7803,27273.7
2023,7,SP,3518701,547833,3154013.9499999764
2023,7,SP,3510005,52830,282606.86999999994
2023,7,SP,3543006,1695,19010.39
2023,7,SP,3519253,4015,0.0
2023,10,SP,3547106,9999,15248.450000000012
2023,10,SP,3519006,18701,343262.18999999994
2023,10,SP,3535101,19668,11664.880000000025
2023,10,SP,3527306,77370,500743.639999999
2023,10,SP,3537503,3597,13145.28
2023,10,SP,3506706,8616,40376.11
2021,3,SP,3545308,46043,211782.78
2021,3,SP,3531308,67146,296114.97999999986
2021,3,SP,3520426,19571,70463.54999999999
2021,3,SP,3544806,6485,10130.170000000013
2021,3,SP,3543709,2703,1786.3700000000003
2021,3,SP,3552700,8694,43689.67
2021,3,SP,3525409,2889,1585.8
2021,3,SP,3533700,379,0.0
2023,12,SP,3553955,41723,102525.68
2023,12,SP,3525003,228363,592379.25
2023,12,SP,3541604,47904,789946.0700000019
2023,12,SP,3524402,220500,2328119.320000074
2023,12,SP,3537206,9719,43294.3
2023,12,SP,3553203,4002,11109.14
2023,12,SP,3532504,7743,22238.82
2023,12,SP,3537404,13503,70958.93
2021,9,SP,3501608,199686,1240779.6299999962
2021,9,SP,3550605,49598,263317.9199999999
2021,9,SP,3531902,37770,162087.41000000015
2021,9,SP,3525201,53135,252956.64999999997
2021,9,SP,3528908,5780,5918.600000000001
2021,9,SP,3552551,7808,5395.879999999999
2021,9,SP,3536406,1376,8060.249999999999
2021,9,SP,3547205,17,0.0
2021,8,SP,3500758,11979,15512.270000000004
2021,8,SP,3520806,8563,7392.46
2021,8,SP,3549409,84902,417524.56
2021,8,SP,3553302,33870,52104.340000000026
2021,8,SP,3512407,23007,110144.90999999979
2021,8,SP,3542602,244129,820730.0700000019
2021,8,SP,3547007,7600,41695.78
2021,8,SP,3537503,854,0.0
2021,8,SP,3553906,499,16276.02
2021,8,SP,3549003,235,1105.0800000000002
2021,8,SP,3529104,244,681.82
2021,8,SP,3551900,4276,18269.15
2021,3,SP,3517208,2590,0.0
2024,2,SP,3553302,30309,87826.14000000009
2024,2,SP,3536802,3979,3017.620000000001
2023,5,SP,3506102,112226,1077830.3599999957
2023,5,SP,3500501,5997,44147.55
2023,5,SP,3524808,111374,2060349.7700000007
2023,5,SP,3541505,78946,263476.0100000021
2023,5,SP,3520442,38525,274074.27999999956
2023,5,SP,3542305,4595,25093.78
2023,5,SP,3521705,34435,70141.55999999994
2023,5,SP,3503356,2499,1320.9700000000005
2023,5,SP,3528106,11205,68079.25000000001
2023,5,SP,3546009,11484,78241.65000000002
2023,1,SP,3519071,261276,1488361.21
2023,1,SP,3551702,189197,1307034.500000001
2023,1,SP,3550902,32020,105669.63000000006
2023,1,SP,3530607,1201431,5515997.479999988
2023,1,SP,3556701,100805,544836.2900000002
2023,1,SP,3541703,13695,48631.09000000003
2023,1,SP,3539004,11107,39854.320000000014
2023,1,SP,3512100,9272,15390.619999999999
2023,1,SP,3528304,2267,12369.560000000003
2023,1,SP,3549508,2797,0.0
2023,1,SP,3533106,2268,0.0
2023,1,SP,3541059,2383,11769.259999999998
2021,4,SP,3542800,20,0.0
2021,1,SP,3520004,22566,38455.080000000016
2021,1,SP,3515707,142662,628979.9800000007
2021,1,SP,3517000,23316,20982.96000000001
2021,1,SP,3509601,115089,926917.9100000004
2021,1,SP,3508108,35917,311705.6500000007
2021,1,SP,3534757,12815,27480.230000000003
2021,1,SP,3504701,708,0.0
2023,6,SP,3514502,39038,130438.13000000002
2023,6,SP,3507001,99265,420515.5300000001
2023,6,SP,3505351,169,348.70000000000005
2023,6,SP,3502408,7503,16894.9
2023,6,SP,3540309,295,1266.8500000000001
2021,12,SP,3519303,34370,131802.24
2021,12,SP,3525706,40884,98603.45999999986
2021,12,SP,3522406,158600,1703301.7400000007
2021,12,SP,3520509,270430,1784329.910000003
2021,12,SP,3531100,108671,548596.1000000003
2021,12,SP,3511607,12685,113465.64999999994
2021,12,SP,3533254,3037,2023.5999999999997
2021,12,SP,3553906,133,3873.1600000000008
2021,12,SP,3525607,3946,3897.81
2022,11,SP,3528007,35373,85190.2200000001
2022,11,SP,3507704,8651,0.0
2022,11,SP,3553609,6903,42971.81999999999
2022,11,SP,3502002,8492,9291.400000000001
2022,11,SP,3550704,163744,575467.9600000001
2022,11,SP,3540507,4466,2904.38
2022,11,SP,3512506,9560,3759.75
2022,11,SP,3542800,2609,6409.950000000001
2022,11,SP,3517307,4318,22414.550000000003
2021,10,SP,3529005,937915,4653400.930000013
2021,10,SP,3547304,307364,1918808.7399999972
2021,10,SP,3551702,128209,1100508.5800000003
2021,10,SP,3510203,26364,146941.83999999997
2021,10,SP,3531100,86721,440285.47999999946
2021,10,SP,3530300,33455,174348.82000000004
2021,10,SP,3521200,766,3850.4799999999996
2021,10,SP,3551207,1141,6647.699999999999
2021,10,SP,3540507,2977,0.0
2022,6,SP,3545308,54281,288789.61
2022,6,SP,3557006,112519,603543.3700000008
2022,6,SP,3542206,38848,307993.4800000001
2022,6,SP,3526100,24086,92601.42000000001
2022,6,SP,3517109,10817,8393.69
2022,6,SP,3547403,1369,4632.459999999999
2023,11,SP,3543808,19531,40005.33
2023,11,SP,3540408,5461,17265.5
2023,11,SP,3506805,21555,50499.66
2023,11,SP,3507159,6886,2282.22
2023,8,SP,3555208,2948,12136.479999999998
2023,8,SP,3540606,191966,523380.53
2023,8,SP,3522604,131689,899326.4199999963
2023,8,SP,3552205,3400966,15025244.560000595
2023,8,SP,3517208,21891,14346.330000000002
2023,8,SP,3539400,8144,41253.469999999994
2022,8,SP,3514908,35514,109015.42000000003
2022,8,SP,3543808,18150,38793.28000000001
2022,8,SP,3517505,64629,132517.91
2022,8,SP,3546108,695,3533.4099999999967
2022,8,SP,3540200,29375,173290.44999999987
2022,8,SP,3515202,8888,56603.58
2022,8,SP,3535507,32161,185553.77999999997
2022,8,SP,3506904,7186,35059.95
2022,8,SP,3502754,95964,318096.8700000001
2022,8,SP,3517000,29640,28302.780000000002
2022,8,SP,3500501,4715,38069.399999999994
2022,8,SP,3556008,20128,48087.9
2022,8,SP,3503950,22,0.0
2022,8,SP,3527900,4373,27960.2
2024,2,SP,3506201,1071,403.93
2023,7,SP,3541059,2590,19503.0
2022,5,SP,3527207,96658,975917.4100000008
2022,5,SP,3546405,87288,372774.2600000007
2022,5,SP,3523602,34308,68550.46
2022,5,SP,3506607,27322,119903.50000000003
2022,5,SP,3542503,3673,18207.41
2022,5,SP,3535200,8635,93627.25999999997
2022,3,SP,3549250,1954,3404.9700000000003
2022,3,SP,3550902,22352,64101.91
2022,3,SP,3511003,37423,77465.61
2022,3,SP,3519006,8147,80398.71000000002
2022,3,SP,3527256,12753,2505.29
2022,3,SP,3544400,3414,0.0
2022,3,SP,3504305,700,441.00000000000006
2023,2,SP,3526001,30870,79260.61000000013
2023,2,SP,3536703,61730,251097.12000000014
2023,2,SP,3535002,26501,40190.199999999924
2023,2,SP,3504503,105840,1058477.6799999967
2023,2,SP,3523206,22245,126262.19000000003
2023,2,SP,3544251,26929,162813.02999999997
2023,2,SP,3513207,4103,8576.91
2023,2,SP,3521002,28231,130775.06999999999
2023,2,SP,3533007,26294,75012.84
2023,2,SP,3537206,8455,47746.81000000001
2022,7,SP,3541505,61666,244506.77999999927
2022,7,SP,3525102,56334,86261.46
2022,7,SP,3518206,40453,108114.26999999981
2022,7,SP,3549409,82038,387692.24000000005
2022,7,SP,3504602,45412,137270.32999999996
2022,7,SP,3520426,28707,85994.40000000001
2022,7,SP,3549003,464,5280.77
2022,2,SP,3520806,6566,4705.24
2022,2,SP,3507456,2358,3998.85
2022,2,SP,3536000,2255,15404.32
2023,4,SP,3513801,441380,3036570.3699999982
2023,4,SP,3508108,47439,394408.02000000124
2023,4,SP,3540002,13031,137540.08000000042
2023,4,SP,3505302,24497,110213.3999999999
2023,4,SP,3508603,27142,113025.26000000002
2023,4,SP,3538105,12063,43177.42999999999
2023,4,SP,3515129,185,957.8799999999999
2022,9,SP,3551702,188683,1291503.4800000011
2022,9,SP,3554409,2509,4428.5
2022,9,SP,3532702,6535,2.0
2022,9,SP,3539400,12332,16015.849999999999
2022,9,SP,3547403,942,2487.36
2022,9,SP,3504800,1229,3408.3
2022,9,SP,3524501,8198,115866.87999999999
2021,5,SP,3542206,29721,255840.06999999908
2021,5,SP,3520806,8281,6440.300000000001
2021,5,SP,3548609,6299,30715.69
2021,5,SP,3504305,2596,1662.5
2021,5,SP,3512902,3497,15355.04
2021,5,SP,3507407,12324,58526.38000000003
2021,5,SP,3541109,783,0.0
2021,5,SP,3509908,4157,4864.7
2022,10,SP,3530508,109152,388593.0499999998
2022,10,SP,3550902,32119,103748.08000000007
2022,10,SP,3552502,359565,2560855.349999998
2022,10,SP,3536604,16532,29716.629999999986
2022,10,SP,3541604,45848,787548.6400000022
2022,10,SP,3509601,157426,1190061.7400000012
2022,10,SP,3501202,1355,8525.540000000003
2023,9,SP,3550308,32736731,176577033.20999336
2023,9,SP,3530706,100093,1045028.2299999988
2023,9,SP,3520004,29176,61809.07000000001
2023,9,SP,3531902,65904,608837.3799999967
2023,9,SP,3555505,10339,11646.33999999999
2023,9,SP,3553658,5266,41627.53000000001
2023,9,SP,3551801,7492,39776.499999999985
2021,9,SP,3554755,1,0.0
2022,1,SP,3503356,561,410.0
2022,4,SP,3528858,9767,5821.6399999999985
2022,4,SP,3512902,2741,12219.539999999999
2022,4,SP,3531803,72881,350779.88
2022,4,SP,3553856,7924,20213.800000000003
2022,4,SP,3525409,2944,1765.97
2022,12,SP,3542602,253299,806016.6100000025
2022,12,SP,3535507,25297,119058.33999999994
2022,12,SP,3524105,52278,1000601.4300000006
2022,12,SP,3557204,15891,100404.20999999993
2022,12,SP,3505906,67077,626287.2899999988
2022,12,SP,3515608,2923,21555.85999999998
2022,12,SP,3512902,3756,15323.710000000003
2022,12,SP,3534104,4198,5620.539999999999
2022,12,SP,3544707,899,6380.499999999998
2023,5,SP,3513850,8,0.0
2024,7,SP,3501707,57727,528128.7499999994
